Field1,Objective,BloodID,PlateID,CqGAPDH,U_PlateID,DiffGAPDH,EffGAPDH,CqTelomere,DiffTelomere,EffTelomere,RTL,ID,Whodunnit,BirdID,LayYear,RightTarsus,LeftTarsus,BodyMass,EyeColour,Ageclass,FieldPeriodID,OccasionID,OccasionDate,BreedGroupID,TerritoryID,Status,SexEstimate,MaxOfMaxOfSeenDate
126,1,2,2,10.909,1_2,0.335,2.099666667,13.523,0.373,1.750333333,0.0000814,126,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
127,1,3,2,14.47766667,1_2,0.111,2.043,18.738,0.168,1.745666667,0.0000835,127,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
128,1,4,2,17.931,1_2,0.093,1.967666667,22.28066667,0.75,1.784333333,0.000153695,128,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
129,1,2415,2,23.832,1_2,0.447,1.949,13.68633333,0.467,1.671666667,1.092580518,129,EB,1163,1996,26.6,26.9,16.1,,SA,22,670,05/07/1997,15,1,SEEN2,1,05/07/1997
130,1,2426,2,23.702,1_2,0.267,1.946666667,13.351,0.322,1.703333333,1.239212222,130,EB,609,1993,26.4,26.4,14.3,,A,22,673,05/07/1997,37,42,BrM,1,20/11/2005
131,1,2470,2,23.54533333,1_2,0.217,1.953333333,12.82533333,0.343,1.718333333,1.503397359,131,EB,912,1994,24.5,24.1,14.6,,A,22,676,06/07/1997,15,1,BrF,0,30/07/2008
132,1,2481,2,23.40933333,1_2,0.426,1.826333333,12.64933333,0.46,1.642333333,1.485624089,132,EB,1156,1996,26.1,25.7,15.5,,A,22,675,06/07/1997,39,45,ABX,1,09/07/2001
133,1,2490,2,26.282,1_2,0.344,1.870666667,16.33733333,0.484,1.704333333,1.3394866,133,EB,1157,1996,26.8,27.1,17.0,,A,22,675,06/07/1997,44,52,BrM,1,19/02/1998
134,1,2491,2,24.07933333,1_2,0.295,1.883,13.971,0.576,1.677666667,1.156445421,134,EB,449,,25.6,25.5,15.4,,A,22,677,06/07/1997,44,52,BrF,0,06/12/1999
135,1,1,20,8.603333333,1_20,0.075,2.018333333,10.885,0.719,1.744333333,0.000146608,135,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
136,1,2,20,15.46566667,1_20,0.019,1.991333333,15.5075,1.476,1.735333333,0.001575774,136,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
137,1,3,20,17.64033333,1_20,0.064,2.012333333,19.97833333,0.866,1.738666667,0.000550428,137,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
138,1,4,20,21.036,1_20,0.308,1.931333333,23.396,0.54,1.761666667,0.000950438,138,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
139,1,5,20,22.275,1_20,0.18,1.935666667,26.823,26.898,1.474333333,0.002215366,139,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
140,1,6,20,26.302,1_20,0.259,1.931333333,29.23266667,0.69,1.746,0.001259812,140,EB,1892,2001,24.0,,15.5,RB,A,41,1121,27/09/2002,3269,82,ABX,0,30/12/2004
141,1,2689,20,23.93866667,1_20,0.154,1.908666667,13.506,1.069,1.671666667,1.566565905,141,EB,1357,1997,26.2,25.9,16.8,,A,25,846,09/08/1998,240,81,ABX,1,05/07/2001
142,1,2691,20,24.33466667,1_20,0.364,1.926333333,14.53466667,0.197,1.712333333,1.219681196,142,EB,915,1994,24.4,24.6,16.6,,A,25,845,09/08/1998,2396,135,BrF,0,01/01/2004
143,1,2692,20,23.89666667,1_20,0.231,1.872333333,13.88366667,1.219,1.732666667,1.369776085,143,EB,1383,1997,23.4,23.3,13.5,,A,25,847,11/08/1998,217,47,H,0,18/08/1999
144,1,2695,20,23.62933333,1_20,0.47,1.91,13.898,0.185,1.705666667,1.086744983,144,EB,1274,1996,26.2,25.9,15.9,,A,25,848,12/08/1998,219,49,BrM,1,14/09/1999
145,1,2702,20,23.76033333,1_20,0.512,1.867,13.68233333,0.244,1.683333333,1.329184719,145,EB,1386,1997,24.0,23.8,13.8,,A,25,852,17/08/1998,219,49,H,0,09/07/2001
146,1,2703,20,23.70733333,1_20,0.124,1.889,13.674,0.239,1.671666667,1.254125148,146,EB,868,1995,25.5,25.3,15.4,,A,25,853,18/08/1998,199,16,BrM,1,23/08/1998
147,1,2704,20,24.119,1_20,0.303,1.894666667,14.51133333,0.627,1.696333333,1.075793776,147,EB,1231,1997,23.8,23.9,15.5,,SA,25,854,18/08/1998,2387,31,SEEN2,0,18/08/1998
147,1,2704,20,24.119,1_20,0.303,1.894666667,14.51133333,0.627,1.696333333,1.075793776,147,EB,1231,1997,23.8,23.9,15.5,,SA,25,854,18/08/1998,2393,98,U,0,18/08/1998
148,1,1,22,8.307666667,1_22,0.192,2.030333333,10.471,0.207,1.758666667,0.0000564,148,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
149,1,2,22,15.32133333,1_22,0.058,1.992333333,14.893,0.933,1.706666667,0.000830344,149,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
150,1,3,22,17.38166667,1_22,0.082,2.070666667,18.731,0.131,1.742666667,0.000300953,150,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
151,1,4,22,20.83766667,1_22,0.272,1.994,22.55666667,0.438,1.768333333,0.000444814,151,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
152,1,5,22,22.03766667,1_22,0.115,2.019333333,25.9855,25.999,1.489,0.001230542,152,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
153,1,6,22,26.01033333,1_22,0.439,1.926666667,29.00533333,0.321,1.738666667,0.000493522,153,EB,1892,2001,24.0,,15.5,RB,A,41,1121,27/09/2002,3269,82,ABX,0,30/12/2004
154,1,702,22,24.91966667,1_22,0.098,1.878,14.026,0.082,1.696,0.960886798,154,EB,1171,1996,25.9,25.5,15.4,,A,26,890,20/01/1999,311,139,BrM,1,22/02/2010
155,1,703,22,23.65466667,1_22,0.1,1.877333333,13.3205,1.508,1.711,0.628788449,155,EB,849,1994,26.5,26.3,17.4,,A,26,890,20/01/1999,303,101,BrM,1,27/12/2003
156,1,704,22,23.76033333,1_22,0.236,1.892,12.84966667,0.276,1.692333333,0.856432722,156,EB,1062,1996,25.4,25.1,,,A,26,890,20/01/1999,2451,100,BrM,1,23/09/1999
157,1,707,22,24.12166667,1_22,0.293,1.872,12.924,0.014,1.699,1.041863412,157,EB,1215,1997,,,16.7,,A,26,891,21/01/1999,296,76,ABX,1,06/12/1999
157,1,707,22,24.12166667,1_22,0.293,1.872,12.924,0.014,1.699,1.041863412,157,EB,1215,1997,,,16.7,,A,26,891,21/01/1999,2451,100,SEEN1,1,06/12/1999
158,1,709,22,23.71133333,1_22,0.579,1.891666667,11.746,0.535,1.723,1.52684518,158,EB,677,1993,25.0,24.5,15.4,,A,26,894,26/01/1999,312,141,BrF,0,08/07/2001
159,1,710,22,23.60933333,1_22,0.436,1.897333333,12.209,1.572,1.697,1.090531105,159,EB,668,1994,25.2,25.1,16.6,,A,26,894,26/01/1999,2463,147,BrM,1,29/07/2002
160,1,712,22,23.992,1_22,0.155,1.887666667,14.276,0.186,1.732,0.459159875,160,EB,504,1993,24.1,24.1,15.5,,A,26,895,28/01/1999,2405,5,BrF,0,12/09/1999
161,1,713,22,23.901,1_22,0.3,1.885666667,13.85133333,0.09,1.685666667,0.555129135,161,EB,1187,1996,26.6,26.3,16.0,,A,26,895,28/01/1999,2405,5,BrM,1,05/09/2010
161,1,713,22,23.901,1_22,0.3,1.885666667,13.85133333,0.09,1.685666667,0.555129135,161,EB,1187,1996,26.6,26.3,16.0,,A,26,895,28/01/1999,2406,7,BrM,1,05/09/2010
162,1,1,23,8.543666667,1_23,0.198,2.046333333,11.684,0.452,1.695666667,0.0000544,162,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
163,1,2,23,15.43066667,1_23,0.045,2.031333333,15.992,0.569,1.711333333,0.000829579,163,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
164,1,3,23,17.513,1_23,0.185,2.089333333,20.392,0.245,1.742333333,0.000252564,164,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
165,1,4,23,20.89866667,1_23,0.163,1.950666667,23.962,0.244,1.742,0.000566325,165,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
166,1,5,23,22.02933333,1_23,0.11,1.969,27.1055,27.131,1.481,0.00131616,166,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
167,1,6,23,26.21033333,1_23,0.113,1.931,28.5305,2.295,1.741666667,0.001547705,167,EB,1892,2001,24.0,,15.5,RB,A,41,1121,27/09/2002,3269,82,ABX,0,30/12/2004
168,1,714,23,23.66633333,1_23,1.113,1.881333333,14.828,0.401,1.655333333,0.580360912,168,EB,1432,1999,24.3,24.3,15.3,,SA,26,895,28/01/1999,2405,5,ABX,0,04/12/1999
169,1,719,23,24.29966667,1_23,0.543,1.973333333,14.42166667,1.307,1.652,1.017073453,169,EB,494,1990,25.2,24.9,14.6,,A,27,898,15/04/1999,324,40,BrM,1,30/06/2001
170,1,726,23,24.63066667,1_23,0.21,1.93,15.43433333,0.23,1.689,0.778789646,170,EB,1045,1996,24.6,24.6,16.5,,A,27,906,30/04/1999,336,89,BrM,1,08/07/2001
171,1,728,23,23.33533333,1_23,0.145,1.865666667,13.34933333,0.252,1.66,1.013833168,171,EB,450,1992,23.1,22.7,14.5,,A,27,906,30/04/1999,334,84,BrF,0,02/12/1999
172,1,729,23,23.62766667,1_23,0.382,1.884666667,14.21166667,0.384,1.691333333,0.794509184,172,EB,632,1993,24.7,24.7,15.5,,A,27,903,27/04/1999,337,90,BrM,1,03/08/2000
173,1,730,23,23.56133333,1_23,0.378,1.888,14.253,0.539,1.673,0.732209217,173,EB,832,1994,23.9,23.9,14.5,,A,27,907,01/05/1999,2512,83,BrF,0,10/12/2005
174,1,732,23,23.827,1_23,0.051,1.891333333,14.187,0.104,1.68,0.900131273,174,EB,1047,1996,23.9,23.8,16.6,,A,27,908,02/05/1999,2521,112,BrM,1,20/11/1999
175,1,735,23,24.04966667,1_23,0.506,1.859666667,13.87366667,0.161,1.661666667,1.219993072,175,EB,1437,1998,24.3,24.4,15.9,,SA,28,935,06/07/1999,406,87,BrF,0,18/07/2007
176,1,1,24,8.593666667,1_24,0.095,2.014333333,11.412,0.1,1.755333333,0.000105856,176,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
177,1,2,24,15.53833333,1_24,0.194,2.043,15.623,0.342,1.711,0.001121505,177,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
178,1,3,24,17.75666667,1_24,0.053,1.997666667,19.90366667,0.149,1.724333333,0.000625163,178,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
179,1,4,24,21.04733333,1_24,0.143,1.982,23.76466667,0.195,1.727,0.000757636,179,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
180,1,5,24,22.26466667,1_24,0.131,1.986333333,27.65,27.661,1.468333333,0.001464255,180,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
181,1,6,24,26.31766667,1_24,0.06,1.921,31.19566667,0.199,1.734,0.000433614,181,EB,1892,2001,24.0,,15.5,RB,A,41,1121,27/09/2002,3269,82,ABX,0,30/12/2004
182,1,744,24,25.239,1_24,0.105,1.884,16.04266667,0.345,1.683666667,0.906714228,182,EB,1485,1998,26.6,26.6,17.3,,A,28,941,26/07/1999,361,17,BrM,1,04/08/2006
183,1,766,24,24.27233333,1_24,0.42,1.955,14.50866667,0.456,1.686,1.064424447,183,EB,525,1993,26.5,26.6,18.1,,A,28,953,15/08/1999,412,99,BrM,1,13/09/1999
184,1,782,24,24.757,1_24,0.319,1.885333333,13.86033333,0.286,1.681333333,2.077377045,184,EB,1517,1998,23.9,23.1,14.8,,A,28,966,29/08/1999,436,159,BrF,0,07/07/2001
185,1,795,24,23.61866667,1_24,0.52,1.891666667,12.82933333,0.432,1.678333333,1.707950019,185,EB,1032,1996,26.2,25.8,17.3,,A,28,973,05/09/1999,388,60,BrM,1,10/07/2001
186,1,804,24,24.07133333,1_24,0.449,1.882333333,13.59466667,0.882,1.684333333,1.551872925,186,EB,629,1993,25.9,26,18.2,,A,28,972,05/09/1999,404,84,BrM,1,02/12/1999
187,1,807,24,25.80233333,1_24,0.086,1.852666667,16.354,0.46,1.693666667,1.082510374,187,EB,557,1993,26.1,26.2,16.8,,A,28,974,07/09/1999,387,57,BrM,1,07/09/1999
189,1,1,25,8.425,1_25,0.137,2.110333333,11.32833333,0.261,1.744666667,0.0000337,189,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
190,1,2,25,15.345,1_25,0.152,1.995,15.40966667,0.285,1.722,0.001055383,190,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
191,1,3,25,17.71766667,1_25,0.06,2.068333333,19.80766667,0.189,1.714333333,0.000390475,191,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
192,1,4,25,21.06433333,1_25,0.117,1.965666667,23.61533333,0.368,1.732666667,0.000637822,192,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
193,1,5,25,22.116,1_25,0.224,2.003,27.1395,27.156,1.475666667,0.001224572,193,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
194,1,6,25,25.80833333,1_25,0.301,1.936666667,30.05233333,0.397,1.727666667,0.000472284,194,EB,1892,2001,24.0,,15.5,RB,A,41,1121,27/09/2002,3269,82,ABX,0,30/12/2004
200,1,849,25,23.57833333,1_25,0.336,1.886666667,12.99733333,0.152,1.675,1.180663794,200,EB,1543,1999,25.3,25.3,14.9,,SA,29,1004,02/12/1999,2561,42,U,1,14/09/2009
202,1,859,25,24.02266667,1_25,0.234,1.908,13.675,0.128,1.678,1.094053603,202,EB,1563,1999,23.5,23.7,14.1,,SA,29,1007,03/12/1999,2572,84,U,0,03/03/2009
203,1,1,26,8.468666667,1_26,0.281,2.047333333,11.09366667,0.145,1.753666667,0.0000571,203,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
204,1,2,26,15.41666667,1_26,0.138,2.019,15.32633333,0.266,1.729666667,0.000885019,204,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
205,1,3,26,17.616,1_26,0.206,2.051666667,19.54533333,0.04,1.726333333,0.000367754,205,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
206,1,4,26,20.92866667,1_26,0.395,1.969,23.44333333,0.257,1.770333333,0.000454334,206,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
207,1,5,26,22.16,1_26,0.173,1.997333333,27.0255,27.061,1.492333333,0.001019611,207,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
208,1,6,26,26.03466667,1_26,0.182,1.934,29.8155,5.015,1.693,0.000725151,208,EB,1892,2001,24.0,,15.5,RB,A,41,1121,27/09/2002,3269,82,ABX,0,30/12/2004
210,1,866,26,23.933,1_26,0.172,1.898333333,13.825,0.101,1.679,0.832425291,210,EB,1569,1998,26.1,26,15.5,,A,29,1010,06/12/1999,2579,165,U,1,02/09/2002
212,1,873,26,24.038,1_26,0.095,1.861333333,13.96733333,0.202,1.687333333,0.849167626,212,EB,1032,1996,25.6,25.7,,,A,39,1016,29/07/2000,3066,60,BrM,1,10/07/2001
213,1,874,26,24.86033333,1_26,0.451,2.005666667,15.10533333,0.361,1.702333333,0.76381298,213,EB,1390,1998,23.9,24.2,13.6,,A,39,1017,30/07/2000,3056,45,SEEN1,0,12/08/2003
214,1,875,26,23.65866667,1_26,0.481,1.881333333,12.64733333,0.453,1.674666667,1.294717487,214,EB,1385,1998,25.0,24.7,16.6,,A,39,1017,30/07/2000,3055,43,BrF,0,30/07/2000
215,1,878,26,23.98266667,1_26,0.081,1.869333333,13.88433333,0.126,1.682,0.84979925,215,EB,1186,1996,24.8,24.9,15.1,,A,39,1018,01/08/2000,3075,72,BrF,0,20/07/2002
216,1,879,26,24.32566667,1_26,0.746,1.89,14.52433333,0.137,1.689666667,0.749858868,216,EB,1859,1988,23.0,23.1,14.1,,A,39,1018,01/08/2000,3036,15,BrF,0,01/08/2000
217,1,1,27,8.587333333,1_27,0.234,2.088666667,11.34833333,0.238,1.741333333,0.0000375,217,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
218,1,2,27,15.54466667,1_27,0.178,2.004666667,15.574,0.297,1.7,0.00091099,218,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
219,1,3,27,17.766,1_27,0.241,2.046333333,19.89333333,0.155,1.739,0.000331701,219,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
220,1,4,27,21.003,1_27,0.17,1.935,23.76666667,0.143,1.742,0.000491769,220,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
221,1,5,27,22.16633333,1_27,0.081,2.004,27.3455,27.366,1.492666667,0.000877897,221,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
222,1,6,27,26.14766667,1_27,0.267,1.892666667,30.19,0.308,1.735,0.000432136,222,EB,1892,2001,24.0,,15.5,RB,A,41,1121,27/09/2002,3269,82,ABX,0,30/12/2004
223,1,880,27,23.46866667,1_27,0.46,1.846333333,14.7415,2.251,1.686333333,0.402926658,223,EB,848,1994,24.1,23.9,13.6,,A,39,1018,01/08/2000,3061,52,U,0,01/08/2000
224,1,883,27,23.709,1_27,0.272,1.926666667,13.79533333,0.898,1.668333333,0.709377901,224,EB,1384,1998,22.9,23.2,14.6,,A,39,1019,02/08/2000,3061,52,BrF,0,10/08/2009
225,1,884,27,23.84633333,1_27,0.178,1.895666667,13.47566667,0.416,1.664666667,0.93116731,225,EB,1552,1999,24.2,24.1,15.2,,A,39,1019,02/08/2000,3063,54,SEEN1,0,24/09/2002
226,1,888,27,23.717,1_27,0.293,1.907,13.77733333,0.34,1.685666667,0.740106898,226,EB,632,1993,25.3,25.3,15.1,,A,39,1020,03/08/2000,3090,90,BrM,1,03/08/2000
227,1,895,27,23.70166667,1_27,0.38,1.952333333,13.502,0.61,1.691333333,0.821247881,227,EB,1527,1999,24.5,24.5,14.4,,SA,39,1021,04/08/2000,3097,101,ABX,0,04/08/2000
228,1,901,27,23.559,1_27,0.247,1.899666667,13.04133333,0.259,1.686,0.988097632,228,EB,497,1993,26.4,26.3,16.2,,A,39,1022,05/08/2000,3032,8,BrM,1,31/08/2007
229,1,903,27,23.848,1_27,0.01,1.881666667,13.479,0.198,1.682333333,0.955290674,229,EB,1515,1999,25.6,25.5,16.1,,SA,39,1022,05/08/2000,3050,35,ABX,1,04/07/2001
230,1,904,27,24.582,1_27,0.382,1.921333333,14.03233333,0.061,1.692333333,1.131596935,230,EB,1166,1996,25.4,25.5,15.8,,A,39,1022,05/08/2000,3050,35,BrM,1,30/08/2004
231,1,1,29,11.493,1_29,0.18,2.076,12.2235,2.542,1.691666667,0.000278021,231,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
232,1,2,29,14.74466667,1_29,0.314,2.021666667,16.602,0.411,1.699333333,0.000399747,232,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
233,1,3,29,18.301,1_29,0.176,1.998,20.56066667,0.138,1.709666667,0.000637253,233,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
234,1,4,29,21.74433333,1_29,0.248,2.003,24.245,0.429,1.741333333,0.000821105,234,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
235,1,5,29,25.15133333,1_29,0.119,1.955666667,27.977,27.985,1.468666667,0.008041687,235,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
236,1,6,29,28.46766667,1_29,0.162,1.971333333,31.76266667,0.292,1.705666667,0.001781616,236,EB,1892,2001,24.0,,15.5,RB,A,41,1121,27/09/2002,3269,82,ABX,0,30/12/2004
237,1,2507,29,23.405,1_29,0.052,1.907,14.8625,1.804,1.651333333,0.488843373,237,EB,467,1992,26.8,26.1,,,A,22,681,08/07/1997,55,67,BrM,1,07/12/1999
238,1,2513,29,27.65933333,1_29,0.471,1.979333333,20.42666667,0.199,1.695,0.45259464,238,EB,530,1993,24.5,24.6,14.1,,A,22,682,09/07/1997,78,104,BrF,0,12/02/1998
239,1,2517,29,33.36633333,1_29,0.361,1.984,24.97566667,0.294,1.702666667,1.979122901,239,EB,1019,1995,25.2,25.1,15.0,,A,22,684,10/07/1997,63,77,H,0,19/01/1999
240,1,2521,29,24.13866667,1_29,0.073,1.869333333,13.627,1.008,1.748666667,1.764074979,240,EB,550,1993,26.7,26.6,17.3,,A,22,686,11/07/1997,19,8,SEEN1,1,06/03/1998
240,1,2521,29,24.13866667,1_29,0.073,1.869333333,13.627,1.008,1.748666667,1.764074979,240,EB,550,1993,26.7,26.6,17.3,,A,22,686,11/07/1997,102,141,BrM,1,06/03/1998
241,1,2526,29,24.52033333,1_29,0.401,1.888,14.337,1.37,1.646,1.313989231,241,EB,329,1988,24.6,24.1,14.1,,A,22,685,11/07/1997,85,115,BrF,0,02/12/1999
242,1,2543,29,31.68533333,1_29,0.705,1.866666667,22.77133333,0.303,1.687666667,1.485986836,242,EB,208,1988,26.0,25.9,16.3,,A,22,690,13/07/1997,103,144,BrM,1,05/03/1998
243,1,2547,29,27.27966667,1_29,0.108,1.852333333,18.096,0.05,1.676,1.09717517,243,EB,1017,1992,24.2,23.8,14.5,,A,22,692,14/07/1997,83,110,BrF,0,23/05/2004
244,1,2581,29,24.656,1_29,0.207,1.88,14.869,0.331,1.653666667,1.111530275,244,EB,1211,1996,26.2,25.9,15.8,,A,22,710,24/07/1997,79,105,BrM,1,06/08/1998
245,1,2659,29,24.007,1_29,0.576,2.049,14.46033333,0.51,1.646666667,0.776477473,245,EB,44,1986,26.5,26.7,16.4,,A,25,815,04/07/1998,191,5,BrM,1,16/09/1998
246,1,1,30,11.36933333,1_30,0.442,2.123,11.23733333,0.177,1.751666667,0.000308055,246,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
247,1,2,30,14.474,1_30,0.456,2.17,15.475,0.249,1.707666667,0.000228071,247,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
248,1,3,30,18.11733333,1_30,0.142,2.057666667,19.71333333,0.152,1.719,0.000581134,248,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
249,1,4,30,21.553,1_30,0.128,2.093333333,23.39,0.313,1.745,0.000789219,249,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
250,1,5,30,24.84,1_30,0.473,2.008333333,25.897,25.952,1.474,0.012013593,250,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
251,1,6,30,28.67733333,1_30,0.658,2.002666667,27.35566667,0.676,1.722333333,0.017034122,251,EB,1892,2001,24.0,,15.5,RB,A,41,1121,27/09/2002,3269,82,ABX,0,30/12/2004
252,1,2465,30,25.10366667,1_30,0.455,1.944,15.636,0.429,1.679,0.838756731,252,EB,1861,1994,26.7,26.6,15.2,,A,22,746,14/08/1997,26,22,BrM,1,14/08/1997
253,1,2475,30,24.615,1_30,0.118,1.914,14.42333333,0.309,1.704333333,1.18554519,253,EB,1242,1996,25.5,25.6,16.8,,SA,22,749,18/08/1997,2307,120,BrM,1,27/03/1998
254,1,2533,30,24.04766667,1_30,0.229,2.033666667,15.45533333,0.652,1.701666667,0.426808549,254,EB,172,1989,25.0,25.1,15.4,,A,22,670,05/07/1997,26,22,BrF,0,14/08/1997
254,1,2533,30,24.04766667,1_30,0.229,2.033666667,15.45533333,0.652,1.701666667,0.426808549,254,EB,172,1989,25.0,25.1,15.4,,A,22,670,05/07/1997,2302,24,SEEN2,0,14/08/1997
255,1,2598,30,23.433,1_30,0.289,1.951333333,13.25033333,0.388,1.709333333,0.992262465,255,EB,1274,1996,25.8,25.6,16.7,,A,23,768,16/01/1998,2319,49,BrM,1,14/09/1999
256,1,2614,30,23.90166667,1_30,0.384,1.886666667,13.864,1.813,1.684,1.004802649,256,EB,1177,1996,23.7,23.5,13.5,,A,23,777,29/01/1998,184,166,BrF,0,11/07/2001
257,1,2618,30,23.382,1_30,0.109,1.857333333,13.02933333,0.27,1.637333333,1.062246155,257,EB,509,1993,25.7,25.9,15.0,,A,23,780,06/02/1998,2339,121,SEEN2,1,20/07/2002
257,1,2618,30,23.382,1_30,0.109,1.857333333,13.02933333,0.27,1.637333333,1.062246155,257,EB,509,1993,25.7,25.9,15.0,,A,23,780,06/02/1998,182,164,BrM,1,20/07/2002
258,1,2640,30,24.06066667,1_30,0.19,1.865333333,13.89133333,0.179,1.666333333,1.091079925,258,EB,498,1993,25.6,25.4,15.9,,A,23,794,06/03/1998,178,148,BrM,1,10/03/1998
259,1,2657,30,23.419,1_30,0.528,2.010666667,13.485,0.338,1.674666667,0.766611773,259,EB,1159,1996,25.9,25.3,15.6,,A,25,812,23/06/1998,238,77,BrM,1,23/08/1999
260,1,2715,30,23.45033333,1_30,0.216,1.900666667,14.19233333,0.145,1.676,0.619534908,260,EB,911,1994,26.4,26.4,16.6,,A,25,860,23/08/1998,190,4,BrM,1,08/09/2010
261,1,1,31,11.45233333,1_31,0.098,2.073333333,11.398,0.228,1.725333333,0.000375641,261,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
262,1,2,31,14.803,1_31,0.176,2.034333333,15.88166667,0.307,1.714666667,0.000460753,262,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
263,1,3,31,18.16633333,1_31,0.244,2.058,19.975,0.271,1.748666667,0.000468282,263,EB,1523,1999,26.9,,18.5,,A,41,1118,23/09/2002,811,58,BrM,1,31/01/2013
264,1,4,31,21.53,1_31,0.235,2.009,23.57466667,0.171,1.744,0.000801372,264,EB,1891,2002,25.0,,13.5,G,OFL,41,1119,24/09/2002,842,128,OFL,0,01/12/2005
265,1,5,31,25.042,1_31,0.285,1.973,26.49,26.514,1.492333333,0.009502632,265,EB,1759,2001,26.2,,,,A,41,1120,25/09/2002,853,171,U,1,03/08/2006
