Field1,Objective,BloodID,PlateID,CqGAPDH,U_PlateID,DiffGAPDH,EffGAPDH,CqTelomere,DiffTelomere,EffTelomere,RTL,ID,Whodunnit,BirdID,LayYear,RightTarsus,LeftTarsus,BodyMass,EyeColour,Ageclass,FieldPeriodID,OccasionID,OccasionDate,BreedGroupID,TerritoryID,Status,SexEstimate,MaxOfMaxOfSeenDate
2093,5,2756,6,22.98233333,5_6,0.219,1.965333333,12.688,0.534,1.794333333,0.854115975,2093,EB,1410,1998,23.5,23.7,13.9,,J,25,874,10/09/1998,204,25,OFL,0,25/08/1999
2094,5,2759,6,23.258,5_6,0.094,1.920333333,11.858,0.437,1.794666667,1.646304954,2094,EB,1411,1998,,, 4.4,,CH,25,875,12/09/1998,226,60,XF,0,20/09/1998
2094,5,2759,6,23.258,5_6,0.094,1.920333333,11.858,0.437,1.794666667,1.646304954,2094,EB,1411,1998,,, 4.4,,CH,25,875,12/09/1998,207,28,CH,0,20/09/1998
2095,5,2764,6,22.65,5_6,0.221,1.953333333,11.71466667,0.262,1.808333333,1.207434527,2095,EB,1406,1998,22.4,,13.6,,CH,25,880,20/09/1998,207,28,XF,0,20/09/1998
2095,5,2764,6,22.65,5_6,0.221,1.953333333,11.71466667,0.262,1.808333333,1.207434527,2095,EB,1406,1998,22.4,,13.6,,CH,25,880,20/09/1998,253,101,CH,0,20/09/1998
2096,5,2765,6,22.90433333,5_6,0.149,1.963333333,12.67566667,0.128,1.791333333,0.816836132,2096,EB,1407,1998,21.0,,13.2,,CH,25,880,20/09/1998,188,2,XF,1,20/09/1998
2096,5,2765,6,22.90433333,5_6,0.149,1.963333333,12.67566667,0.128,1.791333333,0.816836132,2096,EB,1407,1998,21.0,,13.2,,CH,25,880,20/09/1998,226,60,CH,1,20/09/1998
2097,5,2766,6,22.75466667,5_6,0.331,1.938,11.70533333,0.117,1.783333333,1.295807962,2097,EB,1411,1998,23.7,,14.4,,CH,25,880,20/09/1998,226,60,XF,0,20/09/1998
2097,5,2766,6,22.75466667,5_6,0.331,1.938,11.70533333,0.117,1.783333333,1.295807962,2097,EB,1411,1998,23.7,,14.4,,CH,25,880,20/09/1998,207,28,CH,0,20/09/1998
2098,5,2767,6,23.121,5_6,0.25,1.922666667,12.80966667,0.514,1.789666667,0.865504411,2098,EB,1412,1998,27.2,26.8,15.9,,J,25,880,20/09/1998,2387,31,SEEN1,1,02/08/2010
2099,5,2768,6,22.523,5_6,0.389,1.935666667,11.71866667,0.089,1.808333333,1.107131436,2099,EB,1286,1997,25.9,25.6,15.6,,J,25,880,20/09/1998,209,32,OFL,1,20/08/1999
2100,5,2771,6,22.77333333,5_6,0.277,1.938333333,12.19566667,0.133,1.779333333,0.988432159,2100,EB,1416,1998,26.9,26.9,15.8,,J,25,882,26/09/1998,257,110,OFL,1,11/08/2000
2101,5,2772,6,22.70966667,5_6,0.211,1.946333333,11.88266667,0.181,1.801333333,1.136743811,2101,EB,1415,1998,25.2,25.1,,,FL,25,882,26/09/1998,212,38,FL,0,25/01/2013
2102,5,698,6,22.46666667,5_6,0.16,1.937333333,12.36133333,1.224,1.801333333,0.729964029,2102,EB,1394,1998,25.7,25.5,14.7,,J,26,887,18/01/1999,2443,83,ABX,1,01/03/2010
2103,5,706,6,23.15266667,5_6,0.148,1.897333333,12.14166667,0.143,1.758666667,1.297746516,2103,EB,1429,1999,18.9,, 9.4,,CH,26,892,21/01/1999,310,135,CH,0,27/07/2006
2104,5,2,7,43.741,5_7,1.057,1.179666667,11.539,0.374,1.817,1422.901576,2104,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
2105,5,711,7,0,5_7,0,1,12.70033333,0.332,1.809333333,0.519020421,2105,EB,1431,1999,,14, 7.9,,CH,26,895,28/01/1999,294,67,FL,0,31/08/2002
2106,5,715,7,0,5_7,24.704,1.020333333,11.17566667,0.047,1.776666667,1.272042708,2106,EB,1433,1999,25.5,25.1,15.2,,CH,27,896,10/04/1999,316,2,FL,1,02/09/1999
2107,5,716,7,0,5_7,0,1,11.338,0.233,1.775,1.158451472,2107,EB,1418,1999,24.7,24.6,14.1,,CH,27,897,12/04/1999,315,1,FL,0,06/12/1999
2108,5,717,7,0,5_7,0,1,13.04066667,0.194,1.775,0.436089981,2108,EB,1419,1999,23.7,23.3,13.5,,CH,27,897,12/04/1999,315,1,FL,0,10/01/2008
2109,5,718,7,0,5_7,0,1,14.13133333,0.093,1.784333333,0.230147052,2109,EB,1420,1999,26.3,25.9,11.9,,FL,27,898,15/04/1999,324,40,FL,1,15/04/1999
2110,5,720,7,0,5_7,0,1,11.529,1.699,1.793,1.038884449,2110,EB,1421,1999,23.8,23.9,12.6,,FL,27,899,17/04/1999,322,22,FL,0,05/09/1999
2111,5,721,7,0,5_7,0,1,12.04933333,0.162,1.773333333,0.770549208,2111,EB,1422,1999,24.0,23.8,12.4,,FL,27,901,19/04/1999,342,116,FL,0,08/09/1999
2112,5,722,7,0,5_7,0,1,12.166,0.128,1.782,0.71872778,2112,EB,1423,1999,22.4,22.3,12.4,,CH,27,902,20/04/1999,328,54,FL,0,20/04/1999
2113,5,723,7,0,5_7,0,1,12.04833333,0.025,1.769333333,0.77178159,2113,EB,1424,1999,26.3,26.2,13.0,,FL,27,902,20/04/1999,338,95,FL,1,20/04/1999
2113,5,723,7,0,5_7,0,1,12.04833333,0.025,1.769333333,0.77178159,2113,EB,1424,1999,26.3,26.2,13.0,,FL,27,902,20/04/1999,343,117,FL,1,20/04/1999
2114,5,724,7,0,5_7,0,1,12.43066667,0.072,1.788666667,0.614895385,2114,EB,1425,1999,25.9,25.4,14.7,,FL,27,904,28/04/1999,340,101,FL,1,06/09/2002
2115,5,725,7,0,5_7,0,1,12.03233333,0.063,1.766,0.779503508,2115,EB,1426,1999,25.9,25,,,FL,27,905,29/04/1999,335,86,FL,1,09/08/1999
2116,5,1,8,14.90733333,5_8,0.15,1.916666667,10.3575,10.534,1.542333333,0.004319166,2116,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
2117,5,2,8,16.79733333,5_8,0.117,1.910666667,11.65066667,0.298,1.833,0.008708786,2117,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
2118,5,727,8,24.11233333,5_8,0.121,1.850666667,12.327,0.813,1.779,0.672633602,2118,EB,1427,1999,25.4,25.7,14.5,,FL,27,906,30/04/1999,337,90,FL,1,15/10/2015
2119,5,731,8,25.54966667,5_8,0.165,1.854,13.48166667,0.383,1.808,0.816070618,2119,EB,1434,1999,23.2,23,13.6,,FL,27,907,01/05/1999,332,73,FL,0,01/08/1999
2120,5,734,8,24.34233333,5_8,0.065,1.848,12.22933333,0.776,1.813,0.811438034,2120,EB,1435,1999,26.2,25.9,16.9,,CH,28,933,04/07/1999,401,81,FL,1,02/06/2004
2121,5,737,8,27.45533333,5_8,0.256,1.823333333,15.34766667,0.456,1.791333333,0.858223564,2121,EB,1438,1999,,,10.7,,CH,28,936,10/07/1999,442,171,XF,0,18/01/2015
2121,5,737,8,27.45533333,5_8,0.256,1.823333333,15.34766667,0.456,1.791333333,0.858223564,2121,EB,1438,1999,,,10.7,,CH,28,936,10/07/1999,441,169,CH,0,18/01/2015
2122,5,738,8,24.673,5_8,0.4,1.824666667,13.27733333,0.201,1.785333333,0.542498059,2122,EB,1439,1999,24.1,23.8,14.2,,FL,28,937,13/07/1999,384,53,OFL,0,06/08/1999
2123,5,740,8,25.42733333,5_8,0.302,1.822333333,12.75566667,0.193,1.823,1.128442528,2123,EB,1441,1999,24.6,24.2,15.4,,CH,28,939,24/07/1999,385,54,XF,1,17/12/2003
2123,5,740,8,25.42733333,5_8,0.302,1.822333333,12.75566667,0.193,1.823,1.128442528,2123,EB,1441,1999,24.6,24.2,15.4,,CH,28,939,24/07/1999,426,129,CH,1,17/12/2003
2124,5,745,8,24.433,5_8,0.263,1.838,11.63533333,0.253,1.816,1.219991155,2124,EB,1504,1999,28.0,27.8,15.6,,FL,28,942,30/07/1999,378,45,FL,1,24/08/2010
2125,5,751,8,25.04033333,5_8,0.356,1.866,12.645,0.205,1.815333333,0.979796858,2125,EB,1440,1999,26.0,25.7,17.4,,CH,28,944,03/08/1999,398,76,XF,1,04/07/2001
2125,5,751,8,25.04033333,5_8,0.356,1.866,12.645,0.205,1.815333333,0.979796858,2125,EB,1440,1999,26.0,25.7,17.4,,CH,28,944,03/08/1999,439,166,CH,1,04/07/2001
2126,5,752,8,24.584,5_8,0.14,1.847666667,11.92833333,0.159,1.793,1.128610627,2126,EB,1487,1999,23.9,23.8,15.9,,CH,28,945,04/08/1999,439,166,XF,0,12/08/1999
2126,5,752,8,24.584,5_8,0.14,1.847666667,11.92833333,0.159,1.793,1.128610627,2126,EB,1487,1999,23.9,23.8,15.9,,CH,28,945,04/08/1999,417,109,CH,0,12/08/1999
2127,5,753,8,28.07966667,5_8,0.363,1.821333333,15.84633333,0.386,1.810333333,0.88994788,2127,EB,1488,1999,25.3,24.9,17.3,,CH,28,945,04/08/1999,417,109,XF,1,05/07/2001
2127,5,753,8,28.07966667,5_8,0.363,1.821333333,15.84633333,0.386,1.810333333,0.88994788,2127,EB,1488,1999,25.3,24.9,17.3,,CH,28,945,04/08/1999,398,76,CH,1,05/07/2001
2128,5,754,8,25.14733333,5_8,0.091,1.820666667,12.58533333,0.039,1.780666667,1.077829778,2128,EB,1489,1999,,, 9.3,,CH,28,945,04/08/1999,435,157,XF,1,22/02/2015
2128,5,754,8,25.14733333,5_8,0.091,1.820666667,12.58533333,0.039,1.780666667,1.077829778,2128,EB,1489,1999,,, 9.3,,CH,28,945,04/08/1999,391,63,CH,1,22/02/2015
2129,5,1,9,19.9225,5_9,2.692,1.079666667,11.5575,11.643,1.513,0.437939766,2129,EB,1758,2002,24.0,,14.9,,FL,41,1118,23/09/2002,811,58,FL,0,02/08/2005
2130,5,2,9,23.78066667,5_9,1.357,1.129666667,12.62133333,0.536,1.750333333,0.224438315,2130,EB,1757,2001,24.6,,15.6,,A,41,1117,23/09/2002,811,58,BrF,0,07/09/2010
2131,5,755,9,34.01066667,5_9,0.856,1.268666667,14.15333333,0.502,1.725,0.35229834,2131,EB,1498,1999,,, 7.0,,CH,28,945,04/08/1999,391,63,XF,1,20/11/1999
2131,5,755,9,34.01066667,5_9,0.856,1.268666667,14.15333333,0.502,1.725,0.35229834,2131,EB,1498,1999,,, 7.0,,CH,28,945,04/08/1999,435,157,CH,1,20/11/1999
2132,5,757,9,33.6465,5_9,1.437,1.248333333,11.78166667,0.965,1.720333333,1.177890322,2132,EB,1491,1999,24.5,24.1,17.1,,CH,28,947,06/08/1999,370,30,XF,0,23/08/2010
2132,5,757,9,33.6465,5_9,1.437,1.248333333,11.78166667,0.965,1.720333333,1.177890322,2132,EB,1491,1999,24.5,24.1,17.1,,CH,28,947,06/08/1999,369,28,CH,0,23/08/2010
2133,5,758,9,35.64,5_9,0.52,1.341,14.23633333,0.532,1.727333333,0.549790673,2133,EB,1492,1999,26.7,26.4,16.5,,J,28,948,07/08/1999,436,159,OFL,1,25/12/2004
2134,5,759,9,34.11333333,5_9,0.318,1.234333333,13.411,0.45,1.713666667,0.540159702,2134,EB,1493,1999,26.5,26.3,17.8,,CH,28,950,10/08/1999,367,26,XF,1,24/09/2002
2134,5,759,9,34.11333333,5_9,0.318,1.234333333,13.411,0.45,1.713666667,0.540159702,2134,EB,1493,1999,26.5,26.3,17.8,,CH,28,950,10/08/1999,397,74,CH,1,24/09/2002
2135,5,762,9,34.104,5_9,0.953,1.231333333,12.39833333,0.345,1.732333333,0.926545815,2135,EB,1486,1999,25.6,25.8,16.0,,CH,28,951,11/08/1999,443,173,CH,1,11/08/1999
2135,5,762,9,34.104,5_9,0.953,1.231333333,12.39833333,0.345,1.732333333,0.926545815,2135,EB,1486,1999,25.6,25.8,16.0,,CH,28,951,11/08/1999,397,74,XF,1,11/08/1999
2136,5,764,9,34.84133333,5_9,0.031,1.27,13.73333333,0.391,1.737,0.534389927,2136,EB,1496,1999,26.1,26.3,16.6,,CH,28,952,14/08/1999,369,28,XF,1,20/08/1999
2136,5,764,9,34.84133333,5_9,0.031,1.27,13.73333333,0.391,1.737,0.534389927,2136,EB,1496,1999,26.1,26.3,16.6,,CH,28,952,14/08/1999,419,112,CH,1,20/08/1999
2137,5,767,9,33.784,5_9,0.538,1.23,12.26866667,0.301,1.717666667,0.931993802,2137,EB,1498,1999,25.6,25.2,16.4,,CH,28,953,15/08/1999,391,63,XF,1,20/11/1999
2137,5,767,9,33.784,5_9,0.538,1.23,12.26866667,0.301,1.717666667,0.931993802,2137,EB,1498,1999,25.6,25.2,16.4,,CH,28,953,15/08/1999,435,157,CH,1,20/11/1999
2138,5,768,9,33.46,5_9,0.493,1.217,12.432,0.752,1.751666667,0.795330034,2138,EB,1507,1999,24.4,24,14.4,,J,28,955,18/08/1999,440,168,OFL,0,02/09/1999
2139,5,769,9,35.369,5_9,0.716,1.293333333,13.445,0.259,1.721,0.7412909,2139,EB,1508,1999,,,14.0,,J,28,955,18/08/1999,408,89,OFL,0,12/01/2005
2140,5,770,9,34.295,5_9,0.595,1.248666667,13.72,0.336,1.719666667,0.475568597,2140,EB,1509,1999,26.4,26.4,15.9,,J,28,955,18/08/1999,351,3,OFL,1,31/08/2010
2141,5,926,9,35.228,5_9,1.322,1.240666667,13.065,0.708,1.746333333,0.814604637,2141,EB,1601,2000,,,11.4,,CH,39,1027,13/08/2000,3027,3,CH,1,30/06/2001
2142,6,219,10,23.88666667,6_10,0.121,1.907666667,15.521,0.541,1.760666667,0.705023898,2142,EAF,1848,2003,25.0,,16.1,,CH,30,1214,29/08/2003,462,24,CH,1,13/03/2010
2143,6,2699,10,23.39133333,6_10,0.219,1.923666667,14.94433333,0.779,1.729333333,0.686473639,2143,EAF,1388,1998,23.7,23.8,16.9,,CH,25,850,16/08/1998,219,49,FL,0,20/12/2004
2144,6,2700,10,23.35333333,6_10,0.066,1.950666667,14.90266667,0.312,1.727,0.669304201,2144,EAF,1385,1998,24.7,24.5,14.5,,CH,25,850,16/08/1998,217,47,FL,0,30/07/2000
2145,6,2701,10,23.382,6_10,0.008,1.947666667,14.64233333,0.407,1.761666667,0.811119882,2145,EAF,1359,1998,27.1,27.1,17.2,,CH,25,851,16/08/1998,2388,35,FL,1,05/09/2013
2146,6,2708,10,23.56766667,6_10,0.068,1.979,14.583,0.329,1.735666667,0.908865215,2146,EAF,1389,1998,,, 7.7,,CH,25,856,19/08/1998,221,53,XF,0,19/08/1998
2146,6,2708,10,23.56766667,6_10,0.068,1.979,14.583,0.329,1.735666667,0.908865215,2146,EAF,1389,1998,,, 7.7,,CH,25,856,19/08/1998,199,16,CH,0,19/08/1998
2147,6,2720,10,23.53733333,6_10,0.121,1.919333333,15.734,0.27,1.746,0.493194292,2147,EAF,1394,1998,,,,,CH,25,862,25/08/1998,242,83,FL,1,01/03/2010
2148,6,2746,10,23.496,6_10,0.108,1.96,14.78433333,0.464,1.750666667,0.793934706,2148,EAF,1400,1998,24.8,24.7,15.4,,CH,25,870,08/09/1998,264,125,FL,0,08/09/1998
2149,6,4731,10,23.549,6_10,0.204,1.931,14.77133333,0.229,1.722333333,0.828002666,2149,EAF,5610,2010,24.6,,15.0,LB,SA,105,3539,07/07/2011,5115,55,H,0,21/05/2013
2149,6,4731,10,23.549,6_10,0.204,1.931,14.77133333,0.229,1.722333333,0.828002666,2149,EAF,5610,2010,24.6,,15.0,LB,SA,105,3539,07/07/2011,5170,169,SEEN1,0,21/05/2013
2150,6,4915,10,23.81866667,6_10,0.155,1.917666667,15.915,0.348,1.714666667,0.534613387,2150,EAF,5605,2010,26.5,,17.5,RB,A,105,3688,24/09/2011,5162,140,U,1,17/08/2013
2150,6,4915,10,23.81866667,6_10,0.155,1.917666667,15.915,0.348,1.714666667,0.534613387,2150,EAF,5605,2010,26.5,,17.5,RB,A,105,3688,24/09/2011,5163,154,SEEN1,1,17/08/2013
2150,6,4915,10,23.81866667,6_10,0.155,1.917666667,15.915,0.348,1.714666667,0.534613387,2150,EAF,5605,2010,26.5,,17.5,RB,A,105,3688,24/09/2011,5173,177,U,1,17/08/2013
2151,6,5402,10,23.505,6_10,0.112,1.938333333,14.13166667,0.321,1.741333333,1.15725049,2151,EAF,5821,2012,26.5,,15.2,LB,SA,116,4344,24/09/2012,5367,125,ABX,1,02/09/2015
2152,6,646,10,23.338,6_10,0.303,1.921,14.89866667,0.646,1.732,0.682443458,2152,EAF,1804,2003,25.7,,15.7,RB,A,37,1715,30/08/2005,649,4,H,1,28/08/2008
2153,6,910,10,23.50833333,6_10,0.133,1.919666667,14.172,0.587,1.730666667,1.136299726,2153,EAF,1429,1999,,,,,A,39,4583,07/08/2000,3116,134,BrF,0,27/07/2006
2154,6,3514,11,22.93933333,6_11,0.142,1.940333333,14.07333333,0.383,1.725666667,0.75387048,2154,EAF,5117,2007,23.7,,17.1,G,CH,82,2109,13/08/2007,4284,135,FL,0,07/02/2009
2155,6,3516,11,27.663,6_11,0.101,1.904333333,30.31866667,0.472,1.836666667,0.000803301,2155,EAF,5119,2007,23.6,,16.0,G,CH,82,2111,18/08/2007,4269,109,FL,0,02/07/2011
2156,6,3519,11,23.25333333,6_11,0.093,1.941666667,13.68633333,0.526,1.760333333,1.15001699,2156,EAF,5122,2007,23.0,,14.0,G,CH,82,2113,23/08/2007,4294,165,FL,0,23/08/2007
2157,6,3539,11,24.01766667,6_11,0.062,1.903666667,16.32966667,0.404,1.709,0.453478606,2157,EAF,5142,2007,22.2,,15.0,G,CH,82,2122,05/09/2007,4206,25,FL,0,16/09/2007
2158,6,3828,11,23.04866667,6_11,0.095,1.921,13.50466667,0.506,1.734,1.108507806,2158,EAF,1895,2003,24.5,,18.0,RB,A,82,2233,22/08/2007,4250,81,BrF,0,26/02/2010
2159,6,2713,12,23.917,6_12,0.219,1.919,13.95133333,0.1,1.758666667,1.38760001,2159,EAF,1361,1998,,, 3.5,,CH,25,858,22/08/1998,231,65,XF,0,15/03/2010
2159,6,2713,12,23.917,6_12,0.219,1.919,13.95133333,0.1,1.758666667,1.38760001,2159,EAF,1361,1998,,, 3.5,,CH,25,858,22/08/1998,237,76,CH,0,15/03/2010
2160,6,2720,12,23.45066667,6_12,0.12,1.908,13.85766667,0.243,1.748,1.078231996,2160,EAF,1394,1998,,,,,CH,25,862,25/08/1998,242,83,FL,1,01/03/2010
2161,6,2721,12,24.124,6_12,0.156,1.902,14.59366667,0.113,1.760666667,1.100758944,2161,EAF,1396,1998,,,,,CH,25,862,25/08/1998,259,115,XF,1,10/07/2007
2161,6,2721,12,24.124,6_12,0.156,1.902,14.59366667,0.113,1.760666667,1.100758944,2161,EAF,1396,1998,,,,,CH,25,862,25/08/1998,228,62,CH,1,10/07/2007
2162,6,4238,12,23.26366667,6_12,0.182,1.825666667,14.07966667,0.195,1.723333333,0.858666617,2162,EAF,1361,1998,24.2,,15.2,RB,A,87,2379,13/08/2008,4531,51,BrF,0,15/03/2010
2163,6,86,12,23.586,6_12,0.157,1.904333333,14.607,0.137,1.764333333,0.772430065,2163,EAF,1419,1999,23.8,,13.8,,A,30,1143,24/06/2003,460,22,BrF,0,10/01/2008
2164,6,910,12,23.80666667,6_12,0.134,1.923,13.984,0.133,1.753,1.266594938,2164,EAF,1429,1999,,,,,A,39,4583,07/08/2000,3116,134,BrF,0,27/07/2006
2165,6,1127,13,23.68733333,6_13,0.102,1.861,15.34666667,0.256,1.763666667,0.463471549,2165,EAF,1390,1998,24.4,,15.5,,A,41,1106,12/09/2002,802,46,BrF,0,12/08/2003
2166,6,211,13,24.99066667,6_13,0.104,1.854,16.829,0.21,1.755666667,0.452758463,2166,EAF,1213,1997,25.0,,16.3,,A,30,1213,27/08/2003,495,68,BrM,1,22/12/2004
2167,6,2697,13,24.196,6_13,0.127,1.895333333,14.61666667,0.742,1.787333333,0.963313572,2167,EAF,1390,1998,,14, 2.7,,CH,25,849,14/08/1998,221,53,XF,0,12/08/2003
2167,6,2697,13,24.196,6_13,0.127,1.895333333,14.61666667,0.742,1.787333333,0.963313572,2167,EAF,1390,1998,,14, 2.7,,CH,25,849,14/08/1998,199,16,CH,0,12/08/2003
2168,6,2714,13,23.626,6_13,0.128,1.933333333,13.02666667,0.28,1.781,1.682541123,2168,EAF,1365,1998,,, 3.1,,CH,25,858,22/08/1998,237,76,XF,0,31/08/1998
2168,6,2714,13,23.626,6_13,0.128,1.933333333,13.02666667,0.28,1.781,1.682541123,2168,EAF,1365,1998,,, 3.1,,CH,25,858,22/08/1998,231,65,CH,0,31/08/1998
2169,6,2731,13,23.70366667,6_13,0.138,1.891,14.34166667,0.439,1.770666667,0.828550327,2169,EAF,1363,1998,23.9,23.4,12.7,,CH,25,865,30/08/1998,195,12,XF,1,13/09/1998
2169,6,2731,13,23.70366667,6_13,0.138,1.891,14.34166667,0.439,1.770666667,0.828550327,2169,EAF,1363,1998,23.9,23.4,12.7,,CH,25,865,30/08/1998,260,116,CH,1,13/09/1998
2170,6,2736,13,23.78833333,6_13,0.097,1.956666667,13.73933333,0.342,1.779,1.244615883,2170,EAF,1397,1998,19.2,,11.0,,CH,25,868,07/09/1998,261,117,XF,0,07/09/1998
2170,6,2736,13,23.78833333,6_13,0.097,1.956666667,13.73933333,0.342,1.779,1.244615883,2170,EAF,1397,1998,19.2,,11.0,,CH,25,868,07/09/1998,213,40,CH,0,07/09/1998
2171,6,2741,13,23.21766667,6_13,0.128,1.907,13.46466667,0.532,1.786333333,1.003882192,2171,EAF,1361,1998,22.9,22.8,14.1,,CH,25,865,30/08/1998,231,65,XF,0,15/03/2010
2171,6,2741,13,23.21766667,6_13,0.128,1.907,13.46466667,0.532,1.786333333,1.003882192,2171,EAF,1361,1998,22.9,22.8,14.1,,CH,25,865,30/08/1998,237,76,CH,0,15/03/2010
2172,6,2759,13,24.123,6_13,0.16,1.888666667,12.985,0.17,1.766333333,2.342987978,2172,EAF,1411,1998,,, 4.4,,CH,25,875,12/09/1998,226,60,XF,0,20/09/1998
2172,6,2759,13,24.123,6_13,0.16,1.888666667,12.985,0.17,1.766333333,2.342987978,2172,EAF,1411,1998,,, 4.4,,CH,25,875,12/09/1998,207,28,CH,0,20/09/1998
2173,6,3151,13,23.09566667,6_13,0.056,1.898,13.96,0.282,1.780666667,0.697860092,2173,EAF,1419,1999,23.5,,15.1,RB,A,75,1908,08/08/2006,3775,22,BrF,0,10/01/2008
2174,6,566,13,23.14866667,6_13,0.082,1.936333333,13.556,0.294,1.788333333,0.905412629,2174,EAF,1536,1999,23.7,,12.2,RB,A,37,1627,26/07/2005,672,36,BrF,0,26/08/2008
2175,6,816,13,23.673,6_13,0.041,1.972,14.296,0.269,1.777333333,0.837101578,2175,EAF,1526,1999,25.8,26,15.3,,CH,28,979,15/09/1999,353,5,FL,1,15/09/1999
2176,6,910,13,24.16766667,6_13,0.106,1.899666667,15.27666667,0.261,1.796,0.641256348,2176,EAF,1429,1999,,,,,A,39,4583,07/08/2000,3116,134,BrF,0,27/07/2006
2177,6,3211,14,23.632,6_14,0.162,1.895333333,14.38966667,0.276,1.796666667,0.632002417,2177,EAF,1742,2002,25.4,,15.8,RB,A,75,1932,23/08/2006,3813,71,BrM,1,28/08/2008
2178,6,3224,14,24.13966667,6_14,0.174,1.89,13.9,0.226,1.764666667,1.163506017,2178,EAF,4871,2006,24.5,,14.5,G,J,75,1938,30/08/2006,3814,72,OFL,0,05/09/2010
2179,6,3232,14,23.77133333,6_14,0.149,1.860666667,15.079,0.539,1.750333333,0.476731036,2179,EAF,1384,1998,23.4,,15.2,RB,A,75,1941,01/09/2006,3793,46,BrF,0,10/08/2009
2180,6,3234,14,23.519,6_14,0.134,1.925333333,13.90833333,0.342,1.776333333,0.774227389,2180,EAF,1752,2002,25.6,,16.9,RB,A,75,1941,01/09/2006,3794,47,BrM,1,30/08/2010
2181,6,3235,14,23.21366667,6_14,0.021,1.923666667,14.072,0.279,1.785666667,0.576924917,2181,EAF,1739,2002,25.0,,16.0,RB,A,75,1938,30/08/2006,3798,53,BrM,1,27/07/2008
2182,6,3238,14,23.04233333,6_14,0.216,1.903,13.18933333,0.363,1.762333333,0.860226557,2182,EAF,1589,2000,23.4,,15.6,RB,A,75,1943,02/09/2006,3772,15,BrF,0,14/08/2008
2183,6,3834,14,23.38433333,6_14,0.072,1.917,14.13766667,0.192,1.786,0.622137948,2183,EAF,1607,2001,24.6,,16.9,RB,A,82,2234,28/08/2007,4198,13,BrM,1,26/02/2015
2184,6,3837,14,23.861,6_14,0.146,1.854666667,15.13833333,0.368,1.75,0.487785709,2184,EAF,5099,2006,25.5,,16.2,LB,SA,82,2235,29/08/2007,4201,16,ABX,1,16/09/2009
2185,6,3838,14,23.236,6_14,0.08,1.879,13.626,0.166,1.802,0.77286077,2185,EAF,1543,1999,24.6,,16.2,RB,A,82,2235,29/08/2007,4218,42,BrM,1,14/09/2009
2186,6,3839,14,23.988,6_14,0.092,1.846666667,15.65833333,0.26,1.786,0.380693675,2186,EAF,5071,2007,26.7,,15.5,LB,OFL,82,2236,30/08/2007,4191,4,OFL,1,26/08/2010
2187,6,3843,14,23.369,6_14,0.086,1.916,14.20866667,0.208,1.773,0.592469018,2187,EAF,4917,2006,24.1,,14.0,LB,SA,82,2236,30/08/2007,4195,9,ABX,0,07/09/2015
2188,6,3850,14,22.31866667,6_14,0.059,1.860666667,13.67566667,0.121,1.733666667,0.423288795,2188,EAF,497,1993,26.7,,16.7,RB,A,82,2237,31/08/2007,4194,8,BrM,1,31/08/2007
2189,6,910,14,23.768,6_14,0.039,1.909333333,14.05033333,0.525,1.777666667,0.841082195,2189,EAF,1429,1999,,,,,A,39,4583,07/08/2000,3116,134,BrF,0,27/07/2006
2190,6,219,15,24.186,6_15,0.12,1.883,15.535,0.38,1.779,0.459445978,2190,EAF,1848,2003,25.0,,16.1,,CH,30,1214,29/08/2003,462,24,CH,1,13/03/2010
2191,6,2708,15,23.8725,6_15,1.883,1.836333333,14.129,0.209,1.784333333,0.847039032,2191,EAF,1389,1998,,, 7.7,,CH,25,856,19/08/1998,221,53,XF,0,19/08/1998
2191,6,2708,15,23.8725,6_15,1.883,1.836333333,14.129,0.209,1.784333333,0.847039032,2191,EAF,1389,1998,,, 7.7,,CH,25,856,19/08/1998,199,16,CH,0,19/08/1998
2192,6,3126,15,23.859,6_15,0.131,1.918666667,15.018,0.322,1.74,0.515493145,2192,EAF,1536,1999,24.1,,16.0,RB,A,75,1883,28/07/2006,3786,36,BrF,0,26/08/2008
2193,6,3288,15,24.14266667,6_15,0.188,1.891333333,14.89133333,0.643,1.770333333,0.651541065,2193,EAF,4935,2006,23.2,,,G,CH,75,1950,19/09/2006,3835,99,FL,0,01/09/2010
2194,6,335,15,24.042,6_15,0.187,1.914333333,14.278,0.434,1.760333333,0.870740746,2194,EAF,3010,2004,24.0,,16.7,G,CH,34,1479,28/08/2004,577,20,CH,0,19/11/2005
2195,6,646,15,23.44833333,6_15,0.151,1.89,14.955,0.346,1.752,0.408294501,2195,EAF,1804,2003,25.7,,15.7,RB,A,37,1715,30/08/2005,649,4,H,1,28/08/2008
2197,6,910,15,23.49966667,6_15,0.099,1.929666667,13.43866667,0.39,1.780666667,0.98597341,2197,EAF,1429,1999,,,,,A,39,4583,07/08/2000,3116,134,BrF,0,27/07/2006
2198,6,2823,16,23.509,6_16,0.175,1.905666667,14.211,0.51,1.722666667,0.686081506,2198,EAF,3576,2005,26.0,,14.3,G,FL,54,1741,14/11/2005,6332,34,FL,1,14/02/2010
