"","Objective","PlateID","BloodID","U_PlateID","Cq.GAPDH","Eff.GAPDH","Diff.GAPDH","Cq.Telomere","Eff.Telomere","Diff.Telomere","RTL","Whodunnit"
"952",3,66,4047,"3_66",23.034,1.98,0.197000000000003,11.8133333333333,1.84433333333333,0.485999999999999,1.07117154309166,"EB"
"953",3,66,4183,"3_66",22.369,1.97933333333333,0.283000000000001,12.2646666666667,1.80466666666667,0.625,0.52068931041052,"EB"
"954",3,66,4249,"3_66",22.4653333333333,1.99333333333333,0.225999999999999,11.851,1.88433333333333,0.277000000000001,0.707434626597407,"EB"
"955",3,66,4287,"3_66",23.2873333333333,1.924,0.173000000000002,12.6913333333333,1.82966666666667,0.349,0.742230174964896,"EB"
"956",3,66,4313,"3_66",22.845,1.93466666666667,0.166999999999998,12.483,1.78166666666667,0.497999999999999,0.640436316027659,"EB"
"957",3,67,1,"3_67",11.9825,2.00366666666667,0.956999999999999,12.0875,1.57033333333333,12.182,0.000500573857440235,"EB"
"958",3,67,2,"3_67",15.3205,1.98166666666667,1.221,12.1136666666667,1.84633333333333,0.0609999999999999,0.00518263275557865,"EB"
"959",3,67,3158,"3_67",29.7746666666667,1.91633333333333,0.436,21.0506666666667,1.84866666666667,0.23,0.331235972301157,"EB"
"960",3,67,3785,"3_67",23.2053333333333,1.916,0.472999999999999,13.1023333333333,1.77366666666667,0.616,0.644386233355758,"EB"
"961",3,67,3831,"3_67",23.011,1.96766666666667,0.00600000000000023,11.7813333333333,1.81133333333333,0.603,1.22015805507668,"EB"
